# sent_id = 1003
# file = 00001
# text = 자기계발을 원하는 사람에게 가장 적합한 학교
1	자기계발을	자기+계발을	자기+계발+을	PRON	NP+NNG_JKO	NP+NNG+JKO
# sent_id = 1034
# file = 00001
# text = 고영태씨의 사기극에 불과하다 .
1	고영태씨의	고영태+씨의	고영태+씨+의	PROPN	NNP+NNB_JKG	NNP+NNB+JKG
2	사기극에	사기극+에	사기극+에	NOUN	NNG+JKB	NNG+JKB
3	불과하다	불과하+다	불과하+다	ADJ	VA+EF	VA+EF
4	.	.	.	PUNC	SF	SF

# sent_id = 1035
# file = 00001
# text = 일본군이 위안부 설립과 관리에 관여했음을 부인하고 있는 일본 정부의 주장을 반박할 수 있는 문건
1	일본군이	일본군+이	일본군+이	PROPN	NNP+JKS	NNP+JKS
2	위안부	위안부	위안부	NOUN	NNG	NNG
3	설립과	설립+과	설립+과	NOUN	NNG+JC	NNG+JC
4	관리에	관리+에	관리+에	NOUN	NNG+JKB	NNG+JKB
5	관여했음을	관여했+음을	관여하+었+음+을	VERB	VV+EP_ETN_JKO	VV+EP+ETN+JKO
6	부인하고	부인하+고	부인하+고	VERB	VV+EC	VV+EC
7	있는	있+는	있+는	AUX	VX+ETM	VX+ETM
8	일본	일본	일본	PROPN	NNP	NNP
9	정부의	정부+의	정부+의	NOUN	NNG+JKG	NNG+JKG
10	주장을	주장+을	주장+을	NOUN	NNG+JKO	NNG+JKO
11	반박할	반박할	반박하+ㄹ	VERB	VV_ETM	VV+ETM
12	수	수	수	NOUN	NNB	NNB
13	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
14	문건	문건	문건	NOUN	NNG	NNG

# sent_id = 1036
# file = 00001
# text = 한국 원화가 일정 부분 평가 절상돼야한다 .
1	한국	한국	한국	PROPN	NNP	NNP
2	원화가	원화+가	원화+가	NOUN	NNG+JKS	NNG+JKS
3	일정	일정	일정	NOUN	NNG	NNG
4	부분	부분	부분	NOUN	NNG	NNG
5	평가	평가	평가	NOUN	NNG	NNG
6	절상돼야한다	절상돼+야한다	절상되+어야+하+ㄴ다	VERB	VV+EC_VX_EF	VV+EC+VX+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1037
# file = 00001
# text = 스미싱 범죄자들은 사람들이 가장 많이 모이는 곳 , 현재 활용할 수 있는 정보가 가장 많은 곳을 대상으로 삼는다 .
1	스미싱	스미싱	스미싱	NOUN	NNG	NNG
2	범죄자들은	범죄자들+은	범죄자들+은	NOUN	NNG+JX	NNG+JX
3	사람들이	사람들+이	사람들+이	NOUN	NNG+JKS	NNG+JKS
4	가장	가장	가장	ADV	MAG	MAG
5	많이	많이	많이	ADV	MAG	MAG
6	모이는	모이+는	모이+는	VERB	VV+ETM	VV+ETM
7	곳	곳	곳	NOUN	NNG	NNG
8	,	,	,	PUNC	SP	SP
9	현재	현재	현재	ADV	MAG	MAG
10	활용할	활용할	활용하+ㄹ	VERB	VV_ETM	VV+ETM
11	수	수	수	NOUN	NNB	NNB
12	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
13	정보가	정보+가	정보+가	NOUN	NNG+JKS	NNG+JKS
14	가장	가장	가장	ADV	MAG	MAG
15	많은	많+은	많+은	ADJ	VA+ETM	VA+ETM
16	곳을	곳+을	곳+을	NOUN	NNG+JKO	NNG+JKO
17	대상으로	대상+으로	대상+으로	NOUN	NNG+JKB	NNG+JKB
18	삼는다	삼+는다	삼+는다	VERB	VV+EF	VV+EF
19	.	.	.	PUNC	SF	SF

# sent_id = 1038
# file = 00001
# text = 최근 이용자들이 가장 많은 페이스북이 범죄 대상이 될 수밖에 없다 .
1	최근	최근	최근	NOUN	NNG	NNG
2	이용자들이	이용자들+이	이용자들+이	NOUN	NNG+JKS	NNG+JKS
3	가장	가장	가장	ADV	MAG	MAG
4	많은	많+은	많+은	ADJ	VA+ETM	VA+ETM
5	페이스북이	페이스북+이	페이스북+이	PROPN	NNP+JKS	NNP+JKS
6	범죄	범죄	범죄	NOUN	NNG	NNG
7	대상이	대상+이	대상+이	NOUN	NNG+JKC	NNG+JKC
8	될	될	되+ㄹ	VERB	VV_ETM	VV+ETM
9	수밖에	수+밖에	수+밖에	NOUN	NNB+JX	NNB+JX
10	없다	없+다	없+다	ADJ	VA+EF	VA+EF
11	.	.	.	PUNC	SF	SF

# sent_id = 1039
# file = 00001
# text = 기존에 한국당에 대한 인식을 달리하면서 야권공조에 대한 노 대표님의 전향적인 생각도 부탁드리겠다 .
1	기존에	기존+에	기존+에	NOUN	NNG+JKB	NNG+JKB
2	한국당에	한국당+에	한국당+에	PROPN	NNP+JKB	NNP+JKB
3	대한	대한	대하+ㄴ	VERB	VV_ETM	VV+ETM
4	인식을	인식+을	인식+을	NOUN	NNG+JKO	NNG+JKO
5	달리하면서	달리하+면서	달리하+면서	VERB	VV+EC	VV+EC
6	야권공조에	야권공조+에	야권공조+에	NOUN	NNG+JKB	NNG+JKB
7	대한	대한	대하+ㄴ	VERB	VV_ETM	VV+ETM
8	노	노	노	PROPN	NNP	NNP
9	대표님의	대표님+의	대표님+의	NOUN	NNG+JKG	NNG+JKG
10	전향적인	전향적+인	전향적+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
11	생각도	생각+도	생각+도	NOUN	NNG+JX	NNG+JX
12	부탁드리겠다	부탁드리+겠다	부탁드리+겠+다	VERB	VV+EP_EF	VV+EP+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1040
# file = 00001
# text = 서강대에 들어올 수 있는 가장 쉬운 방법은 논술을 체계적으로 준비한 뒤 수시 전형으로 지원하는 것
1	서강대에	서강대+에	서강대+에	PROPN	NNP+JKB	NNP+JKB
2	들어올	들어올	들어오+ㄹ	VERB	VV_ETM	VV+ETM
3	수	수	수	NOUN	NNB	NNB
4	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
5	가장	가장	가장	ADV	MAG	MAG
6	쉬운	쉬+운	쉽+ㄴ	ADJ	VA+ETM	VA+ETM
7	방법은	방법+은	방법+은	NOUN	NNG+JX	NNG+JX
8	논술을	논술+을	논술+을	NOUN	NNG+JKO	NNG+JKO
9	체계적으로	체계적+으로	체계적+으로	NOUN	NNG+JKB	NNG+JKB
10	준비한	준비한	준비하+ㄴ	VERB	VV_ETM	VV+ETM
11	뒤	뒤	뒤	NOUN	NNG	NNG
12	수시	수시	수시	NOUN	NNG	NNG
13	전형으로	전형+으로	전형+으로	NOUN	NNG+JKB	NNG+JKB
14	지원하는	지원하+는	지원하+는	VERB	VV+ETM	VV+ETM
15	것	것	것	NOUN	NNB	NNB

# sent_id = 1041
# file = 00001
# text = 그동안 방송국에 대한 재승인은 당연한 절차로 인식됐다 .
1	그동안	그동안	그동안	NOUN	NNG	NNG
2	방송국에	방송국+에	방송국+에	NOUN	NNG+JKB	NNG+JKB
3	대한	대한	대하+ㄴ	VERB	VV_ETM	VV+ETM
4	재승인은	재승인+은	재승인+은	NOUN	NNG+JX	NNG+JX
5	당연한	당연한	당연하+ㄴ	ADJ	VA_ETM	VA+ETM
6	절차로	절차+로	절차+로	NOUN	NNG+JKB	NNG+JKB
7	인식됐다	인식됐+다	인식되+었+다	VERB	VV+EP_EF	VV+EP+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1042
# file = 00001
# text = 하지만 앞으로 미래부가 방송 중단 등 보다 강력한 제재 수단을 폭넓게 활용할 것으로 보인다 .
1	하지만	하지만	하지만	CCONJ	MAJ	MAJ
2	앞으로	앞+으로	앞+으로	NOUN	NNG+JKB	NNG+JKB
3	미래부가	미래부+가	미래부+가	NOUN	NNG+JKS	NNG+JKS
4	방송	방송	방송	NOUN	NNG	NNG
5	중단	중단	중단	NOUN	NNG	NNG
6	등	등	등	NOUN	NNB	NNB
7	보다	보다	보다	ADV	MAG	MAG
8	강력한	강력한	강력하+ㄴ	ADJ	VA_ETM	VA+ETM
9	제재	제재	제재	NOUN	NNG	NNG
10	수단을	수단+을	수단+을	NOUN	NNG+JKO	NNG+JKO
11	폭넓게	폭넓+게	폭넓+게	ADJ	VA+EC	VA+EC
12	활용할	활용할	활용하+ㄹ	VERB	VV_ETM	VV+ETM
13	것으로	것+으로	것+으로	NOUN	NNB+JKB	NNB+JKB
14	보인다	보인+다	보이+ㄴ다	VERB	VV+EF	VV+EF
15	.	.	.	PUNC	SF	SF

# sent_id = 1043
# file = 00001
# text = 독도를 지키는 것은 대한민국을 지키는 것
1	독도를	독도+를	독도+를	PROPN	NNP+JKO	NNP+JKO
2	지키는	지키+는	지키+는	VERB	VV+ETM	VV+ETM
3	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
4	대한민국을	대한민국+을	대한민국+을	PROPN	NNP+JKO	NNP+JKO
5	지키는	지키+는	지키+는	VERB	VV+ETM	VV+ETM
6	것	것	것	NOUN	NNB	NNB

# sent_id = 1045
# file = 00001
# text = 저희 두 사람은 신중한 고민 끝에 최근 그동안의 결혼생활을 마무리하고 각자 새롭게 출발하는 길을 선택했다 .
1	저희	저희	저희	PRON	NP	NP
2	두	두	두	DET	MM	MM
3	사람은	사람+은	사람+은	NOUN	NNG+JX	NNG+JX
4	신중한	신중한	신중하+ㄴ	ADJ	VA_ETM	VA+ETM
5	고민	고민	고민	NOUN	NNG	NNG
6	끝에	끝+에	끝+에	NOUN	NNG+JKB	NNG+JKB
7	최근	최근	최근	NOUN	NNG	NNG
8	그동안의	그동안+의	그동안+의	NOUN	NNG+JKG	NNG+JKG
9	결혼생활을	결혼생활+을	결혼생활+을	NOUN	NNG+JKO	NNG+JKO
10	마무리하고	마무리하+고	마무리하+고	VERB	VV+EC	VV+EC
11	각자	각자	각자	ADV	MAG	MAG
12	새롭게	새롭+게	새롭+게	ADJ	VA+EC	VA+EC
13	출발하는	출발하+는	출발하+는	VERB	VV+ETM	VV+ETM
14	길을	길+을	길+을	NOUN	NNG+JKO	NNG+JKO
15	선택했다	선택했+다	선택하+었+다	VERB	VV+EP_EF	VV+EP+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1046
# file = 00001
# text = 이유는 서로간의 성격 차이며 원만한 합의로 좋게 마무리하는 중이고 형식적인 절차만 남았다 .
1	이유는	이유+는	이유+는	NOUN	NNG+JX	NNG+JX
2	서로간의	서로+간의	서로+간+의	NOUN	NNG+NNB_JKG	NNG+NNB+JKG
3	성격	성격	성격	NOUN	NNG	NNG
4	차이며	차+이며	차+이+며	VERB	NNG+VCP_EC	NNG+VCP+EC
5	원만한	원만한	원만하+ㄴ	ADJ	VA_ETM	VA+ETM
6	합의로	합의+로	합의+로	NOUN	NNG+JKB	NNG+JKB
7	좋게	좋+게	좋+게	ADJ	VA+EC	VA+EC
8	마무리하는	마무리하+는	마무리하+는	VERB	VV+ETM	VV+ETM
9	중이고	중+이고	중+이+고	VERB	NNB+VCP_EC	NNB+VCP+EC
10	형식적인	형식적+인	형식적+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
11	절차만	절차+만	절차+만	NOUN	NNG+JX	NNG+JX
12	남았다	남+았다	남+았+다	VERB	VV+EP_EF	VV+EP+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1048
# file = 00001
# text = 타율이 높은 것도 아닌 데다 실책이 많아졌다 .
1	타율이	타율+이	타율+이	NOUN	NNG+JKS	NNG+JKS
2	높은	높+은	높+은	ADJ	VA+ETM	VA+ETM
3	것도	것+도	것+도	NOUN	NNB+JX	NNB+JX
4	아닌	아닌	아니+ㄴ	ADJ	VCN_ETM	VCN+ETM
5	데다	데+다	데+다	NOUN	NNB+JX	NNB+JX
6	실책이	실책+이	실책+이	NOUN	NNG+JKS	NNG+JKS
7	많아졌다	많아졌+다	많아지+었+다	VERB	VV+EP_EF	VV+EP+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1049
# file = 00001
# text = 우리는 현재 실리콘밸리에 많은 직원을 두고 있지만 , 그들은 실리콘밸리의 과밀함에 지쳐 있다 .
1	우리는	우리+는	우리+는	PRON	NP+JX	NP+JX
2	현재	현재	현재	ADV	MAG	MAG
3	실리콘밸리에	실리콘밸리+에	실리콘밸리+에	PROPN	NNP+JKB	NNP+JKB
4	많은	많+은	많+은	ADJ	VA+ETM	VA+ETM
5	직원을	직원+을	직원+을	NOUN	NNG+JKO	NNG+JKO
6	두고	두+고	두+고	VERB	VV+EC	VV+EC
7	있지만	있+지만	있+지만	AUX	VX+EC	VX+EC
8	,	,	,	PUNC	SP	SP
9	그들은	그+들은	그+들+은	PRON	NP+XSN_JX	NP+XSN+JX
10	실리콘밸리의	실리콘밸리+의	실리콘밸리+의	PROPN	NNP+JKG	NNP+JKG
11	과밀함에	과밀함+에	과밀하+ㅁ+에	ADJ	VA+ETN_JKB	VA+ETN+JKB
12	지쳐	지쳐	지치+어	VERB	VV_EC	VV+EC
13	있다	있+다	있+다	AUX	VX+EF	VX+EF
14	.	.	.	PUNC	SF	SF

# sent_id = 1050
# file = 00001
# text = 당초 코리아세일페스타 시행일인 29일에 맞춰 할인행사를 진행하려 했으나 고객 문의가 많아 1주일가량 앞당겨 진행하게 됐다 .
1	당초	당초	당초	NOUN	NNG	NNG
2	코리아세일페스타	코리아세일페스타	코리아세일페스타	PROPN	NNP	NNP
3	시행일인	시행일+인	시행일+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
4	29일에	29+일에	29+일+에	NUM	SN+NNB_JKB	SN+NNB+JKB
5	맞춰	맞춰	맞추+어	VERB	VV_EC	VV+EC
6	할인행사를	할인행사+를	할인행사+를	NOUN	NNG+JKO	NNG+JKO
7	진행하려	진행하+려	진행하+려	VERB	VV+EC	VV+EC
8	했으나	했+으나	하+었+으나	AUX	VX+EP_EC	VX+EP+EC
9	고객	고객	고객	NOUN	NNG	NNG
10	문의가	문의+가	문의+가	NOUN	NNG+JKS	NNG+JKS
11	많아	많+아	많+아	ADJ	VA+EC	VA+EC
12	1주일가량	1+주일가량	1+주일+가량	NUM	SN+NNB_XSN	SN+NNB+XSN
13	앞당겨	앞당겨	앞당기+어	VERB	VV_EC	VV+EC
14	진행하게	진행하+게	진행하+게	VERB	VV+EC	VV+EC
15	됐다	됐+다	되+었+다	VERB	VV+EP_EF	VV+EP+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1051
# file = 00001
# text = 류현진은 첫 애틀랜타와의 대결이었던 지난달 18일 경기에서는 5이닝 5피안타 5볼넷 2실점을 기록했다 .
1	류현진은	류현진+은	류현진+은	PROPN	NNP+JX	NNP+JX
2	첫	첫	첫	DET	MM	MM
3	애틀랜타와의	애틀랜타+와의	애틀랜타+와+의	PROPN	NNP+JKB_JKG	NNP+JKB+JKG
4	대결이었던	대결+이었던	대결+이+었+던	VERB	NNG+VCP_EP_ETM	NNG+VCP+EP+ETM
5	지난달	지난달	지난달	NOUN	NNG	NNG
6	18일	18+일	18+일	NUM	SN+NNB	SN+NNB
7	경기에서는	경기+에서는	경기+에서+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
8	5이닝	5+이닝	5+이닝	NUM	SN+NNG	SN+NNG
9	5피안타	5+피안타	5+피안타	NUM	SN+NNG	SN+NNG
10	5볼넷	5+볼넷	5+볼넷	NUM	SN+NNG	SN+NNG
11	2실점을	2+실점을	2+실점+을	NUM	SN+NNG_JKO	SN+NNG+JKO
12	기록했다	기록했+다	기록하+었+다	VERB	VV+EP_EF	VV+EP+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1052
# file = 00001
# text = 류현진이 5이닝 만에 강판된 것은 종전 11번의 선발 등판 중 유일하다 .
1	류현진이	류현진+이	류현진+이	PROPN	NNP+JKS	NNP+JKS
2	5이닝	5+이닝	5+이닝	NUM	SN+NNG	SN+NNG
3	만에	만+에	만+에	NOUN	NNB+JKB	NNB+JKB
4	강판된	강판된	강판되+ㄴ	VERB	VV_ETM	VV+ETM
5	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
6	종전	종전	종전	NOUN	NNG	NNG
7	11번의	11+번의	11+번+의	NUM	SN+NNB_JKG	SN+NNB+JKG
8	선발	선발	선발	NOUN	NNG	NNG
9	등판	등판	등판	NOUN	NNG	NNG
10	중	중	중	NOUN	NNB	NNB
11	유일하다	유일하+다	유일하+다	ADJ	VA+EF	VA+EF
12	.	.	.	PUNC	SF	SF

# sent_id = 1054
# file = 00001
# text = 다음 선거에서 해결해야 한다 .
1	다음	다음	다음	NOUN	NNG	NNG
2	선거에서	선거+에서	선거+에서	NOUN	NNG+JKB	NNG+JKB
3	해결해야	해결해+야	해결하+어야	VERB	VV+EC	VV+EC
4	한다	한+다	하+ㄴ다	AUX	VX+EF	VX+EF
5	.	.	.	PUNC	SF	SF

# sent_id = 1055
# file = 00001
# text = 지난 2일 선박 1척이 선원 1명이 승선한 상태로 우리 해군함에 의해 구조됐고 , 3일에는 다른 1척이 선원 3명이 탄 상태로 우리 해경함에 의해 구조됐다 .
1	지난	지난	지나+ㄴ	VERB	VV_ETM	VV+ETM
2	2일	2+일	2+일	NUM	SN+NNB	SN+NNB
3	선박	선박	선박	NOUN	NNG	NNG
4	1척이	1+척이	1+척+이	NUM	SN+NNB_JKS	SN+NNB+JKS
5	선원	선원	선원	NOUN	NNG	NNG
6	1명이	1+명이	1+명+이	NUM	SN+NNB_JKS	SN+NNB+JKS
7	승선한	승선한	승선하+ㄴ	VERB	VV_ETM	VV+ETM
8	상태로	상태+로	상태+로	NOUN	NNG+JKB	NNG+JKB
9	우리	우리	우리	PRON	NP	NP
10	해군함에	해군함+에	해군함+에	VERB	NNG+JKB	NNG+JKB
11	의해	의해	의하+어	VERB	VV_EC	VV+EC
12	구조됐고	구조됐+고	구조되+었+고	VERB	VV+EP_EC	VV+EP+EC
13	,	,	,	PUNC	SP	SP
14	3일에는	3+일에는	3+일+에+는	NUM	SN+NNB_JKB_JX	SN+NNB+JKB+JX
15	다른	다른	다른	DET	MM	MM
16	1척이	1+척이	1+척+이	NUM	SN+NNB_JKS	SN+NNB+JKS
17	선원	선원	선원	NOUN	NNG	NNG
18	3명이	3+명이	3+명+이	NUM	SN+NNB_JKS	SN+NNB+JKS
19	탄	탄	타+ㄴ	VERB	VV_ETM	VV+ETM
20	상태로	상태+로	상태+로	NOUN	NNG+JKB	NNG+JKB
21	우리	우리	우리	PRON	NP	NP
22	해경함에	해경함+에	해경함+에	NOUN	NNG+JKB	NNG+JKB
23	의해	의해	의하+어	VERB	VV_EC	VV+EC
24	구조됐다	구조됐+다	구조되+었+다	VERB	VV+EP_EF	VV+EP+EF
25	.	.	.	PUNC	SF	SF

# sent_id = 1056
# file = 00001
# text = 브라운의 1루 수비로 브라운의 타격과 전체적인 타선이 좋아진다면 고려해 볼 수 있는 대안
1	브라운의	브라운+의	브라운+의	PROPN	NNP+JKG	NNP+JKG
2	1루	1+루	1+루	NUM	SN+NNG	SN+NNG
3	수비로	수비+로	수비+로	NOUN	NNG+JKB	NNG+JKB
4	브라운의	브라운+의	브라운+의	PROPN	NNP+JKG	NNP+JKG
5	타격과	타격+과	타격+과	NOUN	NNG+JC	NNG+JC
6	전체적인	전체적+인	전체적+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
7	타선이	타선+이	타선+이	NOUN	NNG+JKS	NNG+JKS
8	좋아진다면	좋+아진다면	좋+아+지+ㄴ다면	ADJ	VA+EC_VX_EC	VA+EC+VX+EC
9	고려해	고려해	고려하+어	VERB	VV_EC	VV+EC
10	볼	볼	보+ㄹ	AUX	VX_ETM	VX+ETM
11	수	수	수	NOUN	NNB	NNB
12	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
13	대안	대안	대안	NOUN	NNG	NNG

# sent_id = 1060
# file = 00001
# text = 최저임금과 지원방안 등을 결정할 때는 외식업중앙회 , 미용사회 등 현장의 경험이 있는 단체와 협의를 진행할 필요가 있다 .
1	최저임금과	최저임금+과	최저임금+과	NOUN	NNG+JC	NNG+JC
2	지원방안	지원방안	지원방안	NOUN	NNG	NNG
3	등을	등+을	등+을	NOUN	NNB+JKO	NNB+JKO
4	결정할	결정할	결정하+ㄹ	VERB	VV_ETM	VV+ETM
5	때는	때+는	때+는	NOUN	NNG+JX	NNG+JX
6	외식업중앙회	외식업중앙회	외식업중앙회	NOUN	NNG	NNG
7	,	,	,	PUNC	SP	SP
8	미용사회	미용사회	미용사회	NOUN	NNG	NNG
9	등	등	등	NOUN	NNB	NNB
10	현장의	현장+의	현장+의	NOUN	NNG+JKG	NNG+JKG
11	경험이	경험+이	경험+이	NOUN	NNG+JKS	NNG+JKS
12	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
13	단체와	단체+와	단체+와	NOUN	NNG+JC	NNG+JC
14	협의를	협의+를	협의+를	NOUN	NNG+JKO	NNG+JKO
15	진행할	진행할	진행하+ㄹ	VERB	VV_ETM	VV+ETM
16	필요가	필요+가	필요+가	NOUN	NNG+JKS	NNG+JKS
17	있다	있+다	있+다	ADJ	VA+EF	VA+EF
18	.	.	.	PUNC	SF	SF

# sent_id = 1061
# file = 00001
# text = 있지도 않았던 사실을 이야기하는 행동은 국민을 실망시키고 , 더 나아가 새누리당의 선거를 불리하게 만들 뿐
1	있지도	있+지도	있+지+도	ADJ	VA+EC_JX	VA+EC+JX
2	않았던	않+았던	않+았+던	AUX	VX+EP_ETM	VX+EP+ETM
3	사실을	사실+을	사실+을	NOUN	NNG+JKO	NNG+JKO
4	이야기하는	이야기하+는	이야기하+는	VERB	VV+ETM	VV+ETM
5	행동은	행동+은	행동+은	NOUN	NNG+JX	NNG+JX
6	국민을	국민+을	국민+을	NOUN	NNG+JKO	NNG+JKO
7	실망시키고	실망시키+고	실망시키+고	VERB	VV+EC	VV+EC
8	,	,	,	PUNC	SP	SP
9	더	더	더	ADV	MAG	MAG
10	나아가	나아가	나아가+아	VERB	VV_EC	VV+EC
11	새누리당의	새누리당+의	새누리당+의	PROPN	NNP+JKG	NNP+JKG
12	선거를	선거+를	선거+를	NOUN	NNG+JKO	NNG+JKO
13	불리하게	불리하+게	불리하+게	ADJ	VA+EC	VA+EC
14	만들	만들	만들+ㄹ	VERB	VV_ETM	VV+ETM
15	뿐	뿐	뿐	NOUN	NNB	NNB

# sent_id = 1064
# file = 00001
# text = 우리는 이 정도로 기울었다 .
1	우리는	우리+는	우리+는	PRON	NP+JX	NP+JX
2	이	이	이	DET	MM	MM
3	정도로	정도+로	정도+로	NOUN	NNG+JKB	NNG+JKB
4	기울었다	기울+었다	기울+었+다	VERB	VV+EP_EF	VV+EP+EF
5	.	.	.	PUNC	SF	SF

# sent_id = 1065
# file = 00001
# text = 두 사람의 만남에 좋은 시선으로 봐주시고 응원해주시길 바란다 .
1	두	두	두	DET	MM	MM
2	사람의	사람+의	사람+의	NOUN	NNG+JKG	NNG+JKG
3	만남에	만남+에	만남+에	NOUN	NNG+JKB	NNG+JKB
4	좋은	좋+은	좋+은	ADJ	VA+ETM	VA+ETM
5	시선으로	시선+으로	시선+으로	NOUN	NNG+JKB	NNG+JKB
6	봐주시고	봐주+시고	봐주+시+고	VERB	VV+EP_EC	VV+EP+EC
7	응원해주시길	응원해+주시길	응원하+어+주+시+기+ㄹ	VERB	VV+EC_VX_EP_ETN_JKO	VV+EC+VX+EP+ETN+JKO
8	바란다	바란+다	바라+ㄴ다	VERB	VV+EF	VV+EF
9	.	.	.	PUNC	SF	SF

# sent_id = 1068
# file = 00001
# text = 사회 통념상 고용 관계를 계속할 수 없을 정도로 책임 있는 사유가 있었다고 보기 어렵다 .
1	사회	사회	사회	NOUN	NNG	NNG
2	통념상	통념상	통념상	NOUN	NNG	NNG
3	고용	고용	고용	NOUN	NNG	NNG
4	관계를	관계+를	관계+를	NOUN	NNG+JKO	NNG+JKO
5	계속할	계속할	계속하+ㄹ	VERB	VV_ETM	VV+ETM
6	수	수	수	NOUN	NNB	NNB
7	없을	없+을	없+을	ADJ	VA+ETM	VA+ETM
8	정도로	정도+로	정도+로	NOUN	NNG+JKB	NNG+JKB
9	책임	책임	책임	NOUN	NNG	NNG
10	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
11	사유가	사유+가	사유+가	NOUN	NNG+JKS	NNG+JKS
12	있었다고	있+었다고	있+었+다고	ADJ	VA+EP_EC	VA+EP+EC
13	보기	보+기	보+기	VERB	VV+ETN	VV+ETN
14	어렵다	어렵+다	어렵+다	ADJ	VA+EF	VA+EF
15	.	.	.	PUNC	SF	SF

# sent_id = 1069
# file = 00001
# text = 강남 부자와 강북 부자를 가르는 명쾌한 기준이 있는 것은 아니지만 투자 성향 등에서는 지역별로 특징이 있다 .
1	강남	강남	강남	PROPN	NNP	NNP
2	부자와	부자+와	부자+와	NOUN	NNG+JC	NNG+JC
3	강북	강북	강북	PROPN	NNP	NNP
4	부자를	부자+를	부자+를	NOUN	NNG+JKO	NNG+JKO
5	가르는	가르+는	가르+는	VERB	VV+ETM	VV+ETM
6	명쾌한	명쾌한	명쾌하+ㄴ	ADJ	VA_ETM	VA+ETM
7	기준이	기준+이	기준+이	NOUN	NNG+JKS	NNG+JKS
8	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
9	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
10	아니지만	아니+지만	아니+지만	ADJ	VCN+EC	VCN+EC
11	투자	투자	투자	NOUN	NNG	NNG
12	성향	성향	성향	NOUN	NNG	NNG
13	등에서는	등+에서는	등+에서+는	NOUN	NNB+JKB_JX	NNB+JKB+JX
14	지역별로	지역별+로	지역별+로	NOUN	NNG+JKB	NNG+JKB
15	특징이	특징+이	특징+이	NOUN	NNG+JKS	NNG+JKS
16	있다	있+다	있+다	ADJ	VA+EF	VA+EF
17	.	.	.	PUNC	SF	SF

# sent_id = 1070
# file = 00001
# text = 강남 부자가 발 빠르게 움직이는 ' 스마트형 ' 이라면 강북 부자는 나름의 투자철학과 고집을 지키면서 ' 뚝심형 ' 투자를 한다 .
1	강남	강남	강남	PROPN	NNP	NNP
2	부자가	부자+가	부자+가	NOUN	NNG+JKS	NNG+JKS
3	발	발	발	NOUN	NNG	NNG
4	빠르게	빠르+게	빠르+게	ADJ	VA+EC	VA+EC
5	움직이는	움직이+는	움직이+는	VERB	VV+ETM	VV+ETM
6	'	'	'	PUNC	SS	SS
7	스마트형	스마트형	스마트형	NOUN	NNG	NNG
8	'	'	'	PUNC	SS	SS
9	이라면	이+라면	이+라면	VERB	VCP+EC	VCP+EC
10	강북	강북	강북	PROPN	NNP	NNP
11	부자는	부자+는	부자+는	NOUN	NNG+JX	NNG+JX
12	나름의	나름+의	나름+의	NOUN	NNB+JKG	NNB+JKG
13	투자철학과	투자철학+과	투자철학+과	NOUN	NNG+JC	NNG+JC
14	고집을	고집+을	고집+을	NOUN	NNG+JKO	NNG+JKO
15	지키면서	지키+면서	지키+면서	VERB	VV+EC	VV+EC
16	'	'	'	PUNC	SS	SS
17	뚝심형	뚝심형	뚝심형	NOUN	NNG	NNG
18	'	'	'	PUNC	SS	SS
19	투자를	투자+를	투자+를	NOUN	NNG+JKO	NNG+JKO
20	한다	한+다	하+ㄴ다	VERB	VV+EF	VV+EF
21	.	.	.	PUNC	SF	SF

# sent_id = 1071
# file = 00001
# text = 삼성생명은 법정한도에 육박한 계열사 투자를 하고 있다 .
1	삼성생명은	삼성생명+은	삼성생명+은	PROPN	NNP+JX	NNP+JX
2	법정한도에	법정한도+에	법정한도+에	NOUN	NNG+JKB	NNG+JKB
3	육박한	육박한	육박하+ㄴ	VERB	VV_ETM	VV+ETM
4	계열사	계열사	계열사	NOUN	NNG	NNG
5	투자를	투자+를	투자+를	NOUN	NNG+JKO	NNG+JKO
6	하고	하+고	하+고	VERB	VV+EC	VV+EC
7	있다	있+다	있+다	AUX	VX+EF	VX+EF
